PMID,Sentence,ID_1,E1,Type_E1,Full_E1,MeSH_E1,Synonyms_1,Relation,ID_2,E2,Type_E2,Full_E2,MeSH_E2,Synonyms_2
8394025,"Chemotherapy, which is very active against this type of tumour, forms the basis of the conventional treatment where 2 sets of drug combinations are administered: either anthracycline + epidophyllotoxin + alkylating agent, or platinum salt + epidophyllotoxin.",,drug combinations,BIOCHEMICAL,drug combinations,,,administered,,anthracycline,CHEMICAL,anthracycline,,
34800616,"Two use cases for VBD treatment were identified 1) rapid drug release (<5 min), for use prior to intercourse and 2) long-acting release (≥120 min) for prolonged use and relief throughout the day.",,VBD treatment,DISEASE,VBD treatment,,,identified,,rapid drug release,BIOCHEMICAL,rapid drug release,,
9111026,The diverse biological actions of retinoic acid (RA) are mediated by retinoic acid receptors (RARs) and retinoid X receptors.,,retinoic acid,CHEMICAL,retinoic acid,,,mediated by,,retinoic acid receptors,CHEMICAL,retinoic acid receptors,,
19672626,"For instance, neurocognitive disorders such as attention-deficit hyperactivity disorder (ADHD), dyslexia, dyspraxia and autism spectrum disorders are often associated with a relative lack of omega-3 fatty acids.",,neurocognitive disorders,DISEASE,neurocognitive disorders,,,associated for instance with relative lack of,,omega-3 fatty acids,NUTRITION,omega-3 fatty acids,,
19672626,"For instance, neurocognitive disorders such as attention-deficit hyperactivity disorder (ADHD), dyslexia, dyspraxia and autism spectrum disorders are often associated with a relative lack of omega-3 fatty acids.",,attention-deficit hyperactivity disorder,MENTAL_HEALTH,attention-deficit hyperactivity disorder,,,associated for instance with relative lack of,,omega-3 fatty acids,NUTRITION,omega-3 fatty acids,,
19672626,"For instance, neurocognitive disorders such as attention-deficit hyperactivity disorder (ADHD), dyslexia, dyspraxia and autism spectrum disorders are often associated with a relative lack of omega-3 fatty acids.",,ADHD,MENTAL_HEALTH,Attention-deficit/hyperactivity disorder,,,associated for instance with relative lack of,,omega-3 fatty acids,NUTRITION,omega-3 fatty acids,,
19672626,"For instance, neurocognitive disorders such as attention-deficit hyperactivity disorder (ADHD), dyslexia, dyspraxia and autism spectrum disorders are often associated with a relative lack of omega-3 fatty acids.",,dyslexia,MENTAL_HEALTH,dyslexia,,,associated for instance with relative lack of,,omega-3 fatty acids,NUTRITION,omega-3 fatty acids,,
19672626,"For instance, neurocognitive disorders such as attention-deficit hyperactivity disorder (ADHD), dyslexia, dyspraxia and autism spectrum disorders are often associated with a relative lack of omega-3 fatty acids.",,autism,MENTAL_HEALTH,autism,,,associated for instance with relative lack of,,omega-3 fatty acids,NUTRITION,omega-3 fatty acids,,
19672626,"In addition to a high omega-6 fatty acid intake and, in many cases, an insufficient supply of omega-3 fatty acids among the population, evidence is increasing to suggest that PUFA metabolism can be impaired in individuals with ADHD.",,PUFA metabolism,CHEMICAL,PUFA metabolism,,,impaired in individuals with,,ADHD,MENTAL_HEALTH,Attention-deficit/hyperactivity disorder,,
17099560,"Classical enzymatic inductors, such as antiepileptic molecules (phenobarbital, carbamazepin), antituberculosis compounds (rifampicin), or antiretroviral therapy (efavirenz, nevirapin, ritonavir), could possibly lead to respiratory depression for example.",,antituberculosis compounds,CHEMICAL,antituberculosis compounds,,,lead to,,respiratory depression,MENTAL_HEALTH,respiratory depression,,
17099560,"Classical enzymatic inductors, such as antiepileptic molecules (phenobarbital, carbamazepin), antituberculosis compounds (rifampicin), or antiretroviral therapy (efavirenz, nevirapin, ritonavir), could possibly lead to respiratory depression for example.",,phenobarbital,CHEMICAL,phenobarbital,,,lead to,,respiratory depression,MENTAL_HEALTH,respiratory depression,,
17099560,"Metabolism inhibitors such as selective serotonin reuptake inhibitors (fluvoxamine, fluoxetine, paroxetine, sertraline) or antifungals of the azol groups could enhance plasma concentration and may sometimes lead to respiratory depression or death.",,selective serotonin reuptake inhibitors,CHEMICAL,selective serotonin reuptake inhibitors,,,lead to,,death,DISEASE,death,,
17099560,"Metabolism inhibitors such as selective serotonin reuptake inhibitors (fluvoxamine, fluoxetine, paroxetine, sertraline) or antifungals of the azol groups could enhance plasma concentration and may sometimes lead to respiratory depression or death.",,selective serotonin reuptake inhibitors,CHEMICAL,selective serotonin reuptake inhibitors,,,lead to,,respiratory depression,MENTAL_HEALTH,respiratory depression,,
17099560,"Metabolism inhibitors such as selective serotonin reuptake inhibitors (fluvoxamine, fluoxetine, paroxetine, sertraline) or antifungals of the azol groups could enhance plasma concentration and may sometimes lead to respiratory depression or death.",,fluvoxamine,CHEMICAL,fluvoxamine,,,lead to,,death,DISEASE,death,,
17099560,"Metabolism inhibitors such as selective serotonin reuptake inhibitors (fluvoxamine, fluoxetine, paroxetine, sertraline) or antifungals of the azol groups could enhance plasma concentration and may sometimes lead to respiratory depression or death.",,fluvoxamine,CHEMICAL,fluvoxamine,,,lead to,,respiratory depression,MENTAL_HEALTH,respiratory depression,,
17099560,"Metabolism inhibitors such as selective serotonin reuptake inhibitors (fluvoxamine, fluoxetine, paroxetine, sertraline) or antifungals of the azol groups could enhance plasma concentration and may sometimes lead to respiratory depression or death.",,azol groups,CHEMICAL,azol groups,,,lead to,,death,DISEASE,death,,
17099560,"Metabolism inhibitors such as selective serotonin reuptake inhibitors (fluvoxamine, fluoxetine, paroxetine, sertraline) or antifungals of the azol groups could enhance plasma concentration and may sometimes lead to respiratory depression or death.",,azol groups,CHEMICAL,azol groups,,,lead to,,respiratory depression,MENTAL_HEALTH,respiratory depression,,
17099560,"Metabolism inhibitors such as selective serotonin reuptake inhibitors (fluvoxamine, fluoxetine, paroxetine, sertraline) or antifungals of the azol groups could enhance plasma concentration and may sometimes lead to respiratory depression or death.",,antifungals,CHEMICAL,antifungals,,,lead to,,death,DISEASE,death,,
17099560,"Metabolism inhibitors such as selective serotonin reuptake inhibitors (fluvoxamine, fluoxetine, paroxetine, sertraline) or antifungals of the azol groups could enhance plasma concentration and may sometimes lead to respiratory depression or death.",,antifungals,CHEMICAL,antifungals,,,lead to,,respiratory depression,MENTAL_HEALTH,respiratory depression,,
25888122,We hypothesized that the tissue specificity of SRS arises from differential sensitivity to spermidine toxicity or spermine deficiency.,,SRS,DISEASE,Snyder-Robinson Syndrome,,,arise from differential sensitivity to,,spermine deficiency,CHEMICAL,spermine deficiency,,
25888122,We hypothesized that the tissue specificity of SRS arises from differential sensitivity to spermidine toxicity or spermine deficiency.,,SRS,DISEASE,Snyder-Robinson Syndrome,,,arise from differential sensitivity to,,spermidine toxicity,CHEMICAL,spermidine toxicity,,
27112524,"With respect to individual beverages, caffeinated tea intake was associated with slight reductions in fecundability among females, and caffeinated soda and energy drink intake were associated with reduced fecundability among males.",,caffeinated tea intake,CHEMICAL,caffeinated tea intake,,,associated with,,reduced fecundability,DISEASE,reduced fecundability,,
30504369,Hypoactive sexual desire disorder (HSDD) is hypothesised to manifest in postmenopausal women at onset of menopause due to decreased oestrogen levels.,,desire disorder,MENTAL_HEALTH,desire disorder,,,decreased,,oestrogen levels,CHEMICAL,oestrogen levels,,
23771936,"Severe psychiatric side effects due to mefloquine intoxication are well documented, including anxiety, panic attacks, paranoia, persecutory delusions, dissociative psychosis, and anterograde amnesia.",,Severe psychiatric side effects,DISEASE,Severe psychiatric side effects,,,documented including,,anxiety,MENTAL_HEALTH,experimental chronic stress,,
23771936,"Severe psychiatric side effects due to mefloquine intoxication are well documented, including anxiety, panic attacks, paranoia, persecutory delusions, dissociative psychosis, and anterograde amnesia.",,Severe psychiatric side effects,DISEASE,Severe psychiatric side effects,,,documented including,,persecutory delusions,MENTAL_HEALTH,persecutory delusions,,
23771936,"Severe psychiatric side effects due to mefloquine intoxication are well documented, including anxiety, panic attacks, paranoia, persecutory delusions, dissociative psychosis, and anterograde amnesia.",,Severe psychiatric side effects,DISEASE,Severe psychiatric side effects,,,documented including,,panic attacks,DISEASE,panic attacks,,
23771936,"Severe psychiatric side effects due to mefloquine intoxication are well documented, including anxiety, panic attacks, paranoia, persecutory delusions, dissociative psychosis, and anterograde amnesia.",,Severe psychiatric side effects,DISEASE,Severe psychiatric side effects,,,documented including,,dissociative psychosis,MENTAL_HEALTH,dissociative psychosis,,
23771936,"Severe psychiatric side effects due to mefloquine intoxication are well documented, including anxiety, panic attacks, paranoia, persecutory delusions, dissociative psychosis, and anterograde amnesia.",,Severe psychiatric side effects,DISEASE,Severe psychiatric side effects,,,documented including,,paranoia,MENTAL_HEALTH,paranoia,,
23771936,"Severe psychiatric side effects due to mefloquine intoxication are well documented, including anxiety, panic attacks, paranoia, persecutory delusions, dissociative psychosis, and anterograde amnesia.",,mefloquine intoxication,CHEMICAL,mefloquine intoxication,,,documented including,,anxiety,MENTAL_HEALTH,experimental chronic stress,,
23771936,"Severe psychiatric side effects due to mefloquine intoxication are well documented, including anxiety, panic attacks, paranoia, persecutory delusions, dissociative psychosis, and anterograde amnesia.",,mefloquine intoxication,CHEMICAL,mefloquine intoxication,,,documented including,,persecutory delusions,MENTAL_HEALTH,persecutory delusions,,
23771936,"Severe psychiatric side effects due to mefloquine intoxication are well documented, including anxiety, panic attacks, paranoia, persecutory delusions, dissociative psychosis, and anterograde amnesia.",,mefloquine intoxication,CHEMICAL,mefloquine intoxication,,,documented including,,panic attacks,DISEASE,panic attacks,,
23771936,"Severe psychiatric side effects due to mefloquine intoxication are well documented, including anxiety, panic attacks, paranoia, persecutory delusions, dissociative psychosis, and anterograde amnesia.",,mefloquine intoxication,CHEMICAL,mefloquine intoxication,,,documented including,,dissociative psychosis,MENTAL_HEALTH,dissociative psychosis,,
23771936,"Severe psychiatric side effects due to mefloquine intoxication are well documented, including anxiety, panic attacks, paranoia, persecutory delusions, dissociative psychosis, and anterograde amnesia.",,mefloquine intoxication,CHEMICAL,mefloquine intoxication,,,documented including,,paranoia,MENTAL_HEALTH,paranoia,,
23771936,Exposure to the drug has been associated with acts of violence and suicide.,,drug,BIOCHEMICAL,drug,,,associated with acts of,,suicide,MENTAL_HEALTH,suicide,,
33659255,"Functional neurologic disorders (FNDs), also called conversion disorder (previously called hysteria), can show almost all the symptoms of other neurological diseases, including both physical (for example, seizure, weakness, fatigue) and psychological (for instance, depression, anxiety) symptoms.",,neurologic disorders,DISEASE,neurologic disorders,,,show symptoms of,,anxiety,MENTAL_HEALTH,experimental chronic stress,,
33659255,"Functional neurologic disorders (FNDs), also called conversion disorder (previously called hysteria), can show almost all the symptoms of other neurological diseases, including both physical (for example, seizure, weakness, fatigue) and psychological (for instance, depression, anxiety) symptoms.",,neurologic disorders,DISEASE,neurologic disorders,,,show symptoms of,,fatigue,MENTAL_HEALTH,fatigue,,
33659255,"Functional neurologic disorders (FNDs), also called conversion disorder (previously called hysteria), can show almost all the symptoms of other neurological diseases, including both physical (for example, seizure, weakness, fatigue) and psychological (for instance, depression, anxiety) symptoms.",,neurologic disorders,DISEASE,neurologic disorders,,,show symptoms of,,depression,MENTAL_HEALTH,central alpha-2 receptors,,
