PMID,Sentence
19672626,"In addition to a high omega-6 fatty acid intake and, in many cases, an insufficient supply of omega-3 fatty acids among the population, evidence is increasing to suggest that PUFA metabolism can be impaired in individuals with ADHD."
19672626,"In this context, PUFA imbalances are being discussed as potential risk factors for neurodevelopmental disorders."
15736918,Preliminary evidence from controlled trials also suggests that dietary supplementation with LC-PUFA might help in the management of these kinds of childhood behavioral and learning difficulties.
15736918,"Childhood developmental and psychiatric disorders clearly reflect multifactorial influences, but the study of LC-PUFA and their metabolism could offer important new approaches to their early identification and management."
17099560,"Classical enzymatic inductors, such as antiepileptic molecules (phenobarbital, carbamazepin), antituberculosis compounds (rifampicin), or antiretroviral therapy (efavirenz, nevirapin, ritonavir), could possibly lead to respiratory depression for example."
17099560,"Metabolism inhibitors such as selective serotonin reuptake inhibitors (fluvoxamine, fluoxetine, paroxetine, sertraline) or antifungals of the azol groups could enhance plasma concentration and may sometimes lead to respiratory depression or death."
32628268,"Kernicterus is a devastating, permanently disabling neurologic condition resulting from bilirubin neurotoxicity."
25888122,We hypothesized that the tissue specificity of SRS arises from differential sensitivity to spermidine toxicity or spermine deficiency.
23449602,"Humans with narcolepsy and orexin/ataxin-3 transgenic (TG) mice exhibit extensive, but incomplete, degeneration of hypo-cretin (Hcrt) neurons."
23449602,Whether Hcrt antagonists such as almorexant (ALM) can exert an effect on the Hcrt that remains after Hcrt neurodegeneration has not yet been determined.
26996481,"Here, we explored the Wnt/β-catenin signaling pathway abnormalities caused by chronic intermittent hypoxia (CIH), the most characteristic pathophysiological component of OSA."
19602036,The pharmacological action of morphine as a pain medication is mediated primarily through the mu-opioid receptor (MOR).
33919998,Early clinical reports indicate an extraordinary effectiveness of off-label disulfiram-an agent designed for alcohol use disorder-in potentiating opioid analgesia and abrogation of tolerance.
31919119,"In this issue of Cancer Discovery, Fong and colleagues describe the encouraging observations of tumor regression, disease control, and survival of patients with otherwise refractory renal cell cancer with progressive disease after treatment with the conceptually novel oral antagonist of the A2A adenosine receptor (A2AR), ciforadenant."
27112524,We studied the association between female and male preconception caffeine intake and fecundability in a North American prospective cohort study of 2135 pregnancy planners.
27112524,"Total caffeine intake among males, but not females, was associated with fecundability (FR for ≥300 vs. <100mg/day caffeine among males=0.72, 95% CI=0.54-0.96), although the association was not monotonic."
27112524,"With respect to individual beverages, caffeinated tea intake was associated with slight reductions in fecundability among females, and caffeinated soda and energy drink intake were associated with reduced fecundability among males."
29432034,"We evaluated the performance of individuals with chronic aphasia (AP) and control participants without aphasia (CP) with left hemisphere stroke in a battery of nonverbal cognitive tests and its relationship with aphasia severity, comprehension abilities, and speech fluency in a prospective cross-sectional study."
12690700,Apoptosis was confirmed by morphological analysis staining with merocyanine 540 and propidium iodide and in cases of BWRT8 by fragmentation of DNA.
12690700,"We demonstrated that the process in both nonactivated and activated (TCR cross-linking) BWRT8 cells was not prevented by yohimbine (a selective alpha-adrenergic antagonist) and by antibodies to Fas and Fas-L. In contrast, cell death was completely blocked by a caspase inhibitor, z-Val-Ala-Asp (OMe)-CH2F."
33717038,Vancomycin predictably has a uniquely strong effect on the genes controlled by the VanB resistance system and also impacts metal ion homeostasis and leucine biosynthesis.
12081971,"We found that the biosynthesis of actinorhodin (Act), undecylprodigiosin (Red), and calcium-dependent antibiotic (CDA) are dramatically activated by introducing certain mutations into the rpoB gene that confer resistance to rifampin to Streptomyces lividans 66, which produces less or no antibiotics under normal growth conditions."
30504369,Hypoactive sexual desire disorder (HSDD) is hypothesised to manifest in postmenopausal women at onset of menopause due to decreased oestrogen levels.
30504369,This systematic review explores the relationship between the incidence of breast cancer and transdermal testosterone use.
27041639,"Off-label use of hormonal therapies, particularly oestrogen and testosterone, are the most widely employed for female sexual dysfunction, particularly in post-menopausal women."
21142609,Two clinical trials previously demonstrated the safety of 300 μg/day transdermal testosterone patch (TTP) treatment for up to 6 months in 1094 surgically menopausal women with hypoactive sexual desire disorder (HSDD).
21142609,No important changes in the safety or tolerability profile of TTP were revealed with long-term use for up to 4 years in otherwise healthy oophorectomised women with HSDD on concomitant oestrogen.
23622173,"Problems with attention are more responsive to treatment with stimulants, but nonstimulant medications such as atomoxetine, and possibly other drugs, are also effective and may be particularly useful in children and adolescents with comorbidity."
35215322,"Cisplatin is a well-known chemotherapeutic agent used to treat various types of cancers; however, it can also induce anorexia, which results in reduced food intake, loss of body weight, and lower quality of life."
35215322,"Although drugs such as megestrol acetate and cyproheptadine are used to decrease this severe feeding disorder, they can also induce side effects, such as diarrhea and somnolence, which limit their widespread use."
35215322,"In this paper, we analyze 12 animal studies that used either a single herbal medicine extract or mixtures thereof to decrease cisplatin-induced anorexia."
35215322,"Among the herbal medicines, Ginseng Radix was the most used, as it was included in seven studies, whereas both Glycyrrhizae Radix et Rhizoma and Angelicae Gigantis Radix were used in four studies."
34509304,"Cyproheptadine, an antihistamine and antiserotonergic agent, is an appetite stimulant that is efficacious in promoting weight gain in children and adults with poor appetite."
33137390,It was found that the chitosan (110) surface adsorbs EB molecule in a nearby parallel orientation.
23771936,"Severe psychiatric side effects due to mefloquine intoxication are well documented, including anxiety, panic attacks, paranoia, persecutory delusions, dissociative psychosis, and anterograde amnesia."
23771936,Exposure to the drug has been associated with acts of violence and suicide.
9919736,"A 23 year old man with no history of neurological or psychiatric illness ingested three weekly 228 mg doses of mefloquine base (250 mg salt) as malaria prophylaxis while in India. He experienced an increasingly severe adverse reaction after each dose, including symptoms of paranoia, hallucinations, and suicidal ideation."
9919736,The man discontinued mefloquine and continued malaria prophylaxis with chloroquine.
